Region,"Case Number","Case Name",Status,"Date Filed","Date Closed","Reason Closed",City,"States & Territories","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)"
"Region 28, Phoenix, Arizona",28-RC-006500,"SCA Tissue, North America, LLC.",Closed,02/13/2007,03/20/2007,"Certific. of Representative",Flagstaff,AZ,A,"Single Labor Organization",Initial,03/09/2007,65,,"UNITED STEEL, PAPER AND FORESTRY, RUBBER, MANUFACTURING, ENERGY, ALLIED INDUSTRIAL AND SERVICE WORKE",36,,,,,24,60,N,,N,"UNITED STEEL, PAPER AND FORESTRY, RUBBER, MANUFACTURING, ENERGY, ALLIED INDUSTRIAL AND SERVICE WORKE","Included:  All Production and Maintenance employees, Shipping and Receiving employees and Janitors.

Excluded:  All office clericals, Management Personnel, Guards and Supervisors as defined in the Act.",,,
"Region 28, Phoenix, Arizona",28-RC-006494,"Hooters Hotel and Casino",Closed,01/25/2007,03/20/2007,"Certific. of Representative","Las Vegas",NV,A,"Two Labor Organizations",Initial,03/09/2007,22,,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 501, AFL-CIO",14,,,,,8,22,N,,N,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 501, AFL-CIO","Included:  All employees classified as maintenance employees including locksmiths, laborers, painters, carpenters, carpet and tile employees employed by the Employer at its facility located at 115 East Tropicana Avenue, Las Vegas, Nevada.

Excluded",,,
"Region 31, Los Angeles, California",31-RD-001559,"Chiquita Canyon Landfill, Inc.",Closed,09/01/2006,03/22/2007,"Certification of Results",Valencia,CA,A,"Single Labor Organization",Initial,03/09/2007,26,,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 12",4,,,,,20,24,N,,N,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 12","Included:  All full-time and regular part-time heavy equipment operators, equipment operators, laborers, mechanics, spotters and weighmasters employed by the Employer at its facility located at 2920 Henry Mayo Drive, Valencia, California.

Excluded",,,
"Region 19, Seattle, Washington",37-RC-004151,"The Kalama Beach Corporation dba Malama Market",Closed,12/08/2006,03/19/2007,"Certification of Results",Pahoa,HI,A,"Single Labor Organization",Initial,03/09/2007,43,,"INTERNATIONAL LONGSHORE AND WAREHOUSE UNION, LOCAL 142",15,,,,,22,37,N,1,N,,"All full time and regular part time assistant department managers, cashiers, courtesy clerks, meat cutters, fish cutters, meat wrappers, meat cleaners, grocery clerks, produce clerks, deli clerks and bakery clerks employed by the Employer at its Paho",,,
"Region 25, Indianapolis, Indiana",33-RC-005028,"Emerald Polymer Additives, L.L.C.",Closed,01/31/2007,03/19/2007,"Certific. of Representative",Henry,IL,A,"Single Labor Organization",Initial,03/09/2007,59,,"TEAMSTERS, CHAUFFEURS, AND HELPERS LOCAL UNION 627, AFFILIATED WITH THE INTERNATIONAL BROTHERHOOD OF",44,,,,,15,59,N,,N,"TEAMSTERS, CHAUFFEURS, AND HELPERS LOCAL UNION 627, AFFILIATED WITH THE INTERNATIONAL BROTHERHOOD OF","All full-time and regular part-time production employees, maintenance employees, laboratory employees, and waste treatment employees employed by the Employer at its Henry, Illinois facility; EXCLUDING independent contractors, other professional emplo",,,
"Region 01, Boston, Massachusetts",01-RC-022086,"Coca Cola Bottling Company of Cape Cod",Closed,01/30/2007,03/19/2007,"Certification of Results",Sandwich,MA,A,"Single Labor Organization",Initial,03/08/2007,2,,"TEAMSTERS LOCAL UNION NO. 59, A/W INTERNATIONAL BROTHERHOOD OF TEAMSTERS",,,,,,2,2,N,,N,,"All full time and regular part time telephone seller/service department secretary and accounting clerk employed by the Employer at its Sandwich, Massachusetts facility, but excluding all other employees, managerial employees, guards and supervisors a",,,
"Region 07, Detroit, Michigan",07-RC-023073,"Lutheran Home of Frankenmuth",Closed,01/24/2007,03/20/2007,"Certific. of Representative",Frankenmuth,MI,B,"Single Labor Organization",Initial,03/08/2007,25,,"INTERNATIONAL UNION, UAW, LEGAL DEPT.",16,,,,,5,21,N,3,N,"INTERNATIONAL UNION, UAW, LEGAL DEPT.","all full time and regular part time RN & social workers; excluded, LPN, MDS coordinators, service employees, maintenance employees, business office clerical employees, administrators and guards and supervisors","all full time and regular part time licensed practical nurses; excluded RN, social workers, MDS coordinators, service employees, maintenance employees, business office clerical employees, administrators and guards and supervisors",,
"Region 07, Detroit, Michigan",07-RC-023072,"Lutheran Home of Frankenmuth",Closed,01/24/2007,03/16/2007,"Certific. of Representative",Frankenmuth,MI,A,"Single Labor Organization",Initial,03/08/2007,148,,"UAW LEGAL DEPARTMENT",81,,,,,36,117,N,4,N,"UAW LEGAL DEPARTMENT","All full-time and regular part-time certified nurses assistants, mealtime assistants, activities aides, laundry aides, dietary aides, dietary cooks, housekeeping aides, unit coordinators, schedulers, and social service drivers employed by the Employe",,,
"Region 10, Atlanta, Georgia",11-RC-006658,"Smithfield Packing Company",Closed,01/22/2007,03/22/2007,"Certific. of Representative",Clayton,NC,A,"Single Labor Organization",Initial,03/08/2007,119,1,"UNITED STEEL, PAPER AND FORESTRY, RUBBER, MANUFACTURING ENERGY, ALLIED INDUSTRIAL AND SERVICE WORKER",51,,,,,49,100,N,1,N,"UNITED STEEL, PAPER AND FORESTRY, RUBBER, MANUFACTURING ENERGY, ALLIED INDUSTRIAL AND SERVICE WORKER","All full-time and regular part-time production and maintenance employees, including warehouse associates, inventory associates, sanitation associates, maintenance mechanics, maintenance operators, battery changers, dock coordinators and spotter drive",,,
"Region 13, Chicago, Illinois",13-RC-021588,"W.R. Meadows, Inc.",Closed,01/23/2007,03/23/2007,"Certification of Results",Hampshire,IL,A,"Single Labor Organization",Initial,03/08/2007,64,,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 330",12,,,,,33,45,N,16,N,,"All regular full-time and part-time machine operators, packaging department employees, general factory and warehouse workers, batch department employees, fork lift drivers, and laborers employed by the Employer at its facility currently located at 30",,,
"Region 15, New Orleans, Louisiana",15-RC-008685,"GCA Services Group, Inc",Closed,02/01/2007,07/13/2007,"Certific. of Representative",Gretna,LA,A,"Single Labor Organization",Initial,03/08/2007,52,,"LOCAL 100 SERVICE EMPLOYEES INTERNATIONAL UNION",26,,,,,20,46,N,,N,"LOCAL 100 SERVICE EMPLOYEES INTERNATIONAL UNION","Included: All custodial, maintenance, and landscaping employees employed by the Employer at its eight school worksites in the Algiers School District.

Excluded: Office clerical employees, guards, professional employees, and supervisors as defined",,,
"Region 19, Seattle, Washington",19-RC-014760,"HWA, Inc.",Closed,07/13/2005,03/16/2007,"Certification of Results",Seattle,WA,A,"Single Labor Organization",Initial,03/08/2007,16,,"International Union, Security, Police and Fire Professionals of America (SPFPA) and its Local No. 901",2,,,,,5,7,N,,N,,"Included:  All full-time and regular part-time armed and unarmed security officers performing guard duties as defined by the Act employed by the Employer at McNary Dam, Lower Granite Lock and Dam, Lower Monumental Dam, Ice Harbor Dam, all other Snake",,,
"Region 20, San Francisco, California",20-RC-018119,Cemex,Closed,01/25/2007,03/22/2007,"Certific. of Representative",Woodland,CA,A,"Single Labor Organization",Initial,03/08/2007,21,,"TEAMSTERS LOCAL 150",20,,,,,,20,N,,N,"TEAMSTERS LOCAL 150","Included:  All full-time and regular part-time Ready Mix Drivers, Yard Workers and Fleet Mechanics employed by the Employer at its facility located at 39820 Kentucky Avenue, Woodland, California.

Excluded:  All other employees, guards, and supervi",,,
"Region 22, Newark, New Jersey",22-RC-012777,"GRJ Truck Center",Closed,01/26/2007,01/15/2008,"Certification of Results",Newark,NJ,A,"Single Labor Organization",Initial,03/08/2007,9,,"INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS, AFL-CIO, DL 15",4,,,,,,9,N,1,N,,"Included:  All regular full time and regular part time truck mechanics and parts workers

Excluded:  All clerks, cleaners, managers, supervisors, and all other as defined by the Act.",,,
"Region 20, San Francisco, California",20-RC-018118,Cemex,Closed,01/25/2007,03/22/2007,"Certific. of Representative",Marysville,CA,A,"Single Labor Organization",Initial,03/08/2007,7,,"TEAMSTERS LOCAL 150",7,,,,,,7,N,,N,"TEAMSTERS LOCAL 150","Included:  All full-time and regular part-time Ready Mix Drivers and Yard Workers employed by the Employer at its facility located at 6124 Avondale Avenue, Marysville, California.

Excluded:  All other employees, guards, and supervisors as defined",,,
"Region 22, Newark, New Jersey",22-RC-012783,"ABC Group Home d/b/a St. Andrews Home",Closed,02/12/2007,05/03/2007,"Certific. of Representative","East Hanover",NJ,A,"Single Labor Organization",Initial,03/08/2007,10,,"COMMUNICATION WORKERS OF AMERICA, LOCAL 1040",5,,,,,2,7,N,3,N,,1,,,
"Region 29, Brooklyn, New York",29-RD-001079,"Pratt Area Community Council",Closed,01/11/2007,03/19/2007,"Certification of Results",Brooklyn,NY,A,"Single Labor Organization",Initial,03/08/2007,16,,"LOCAL 210, IBT,AFL-CIO",6,,,,,10,16,N,,N,,"Included:  All full-time and regular part-time superintendents and porters employed by the Employer, at various buildings located in Forth Greene, Clinton Hill and Bedford Stuyvesant, Brooklyn, New York.

Excluded:  All clerical employees, guards a",,,
"Region 31, Los Angeles, California",31-RC-008628,"Vought Aircraft",Closed,01/29/2007,04/11/2007,"Certification of Results",Hawthorne,CA,A,"Single Labor Organization",Initial,03/08/2007,267,,"IAM & AW DISTRICT LODGE 725",124,,,,,123,247,N,7,Y,,"Included:  All full-time and regular part-time production and maintenance employees employed by the Employer at its faciliyt located at 3901 Jack Northrop Avenue, Hawthorne, CA.

Excluded:  Office clerical employees, management employees, guards an",,,
"Region 21, Los Angeles, California",21-RC-020942,"Hanson Aggregates",Closed,01/04/2007,03/14/2007,"Certification of Results","San Diego",CA,A,"Single Labor Organization",Rerun,03/07/2007,10,,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 12, AFL-CIO",4,,,,,4,8,N,,N,,"All full-time and regular part-time Plant Operators, Equipment Operators, and Repairmen employed by the Employer at its concrete/asphalt recycle operation and sand blending operation at its facilities located at 9229 Harris Plant Road, San Diego, Cal",,,
"Region 22, Newark, New Jersey",22-RC-012776,"Hudson Awning & Sign Co., Inc.",Closed,01/24/2007,03/20/2007,"Certification of Results",Bayonne,NJ,A,"Single Labor Organization",Initial,03/07/2007,17,,"LOCAL 137, SHEET METAL WORKERS INTERNATIONAL ASSOCIATION",5,,,,,11,16,N,1,N,,"part time sewers, welders, installers,
excl;
office clerical, guards, and supervisors.",,,
"Region 27, Denver, Colorado",27-RM-000674,"Head Start, Inc.",Closed,01/30/2007,03/16/2007,"Certific. of Representative",Billings,MT,A,"Single Labor Organization",Initial,03/07/2007,12,2,"TEAMSTERS LOCAL UNION #190",6,,,,,4,10,N,,N,"TEAMSTERS LOCAL UNION #190","INcluded:  All full-time and regular part-time bus drivers, transportation assistants and route specialists employed by Employer at its facilities in Yellowstone and Carbon Counties, Montana, and who hold commercial driver's licenses.

Excluded:  A",,,
"Region 27, Denver, Colorado",27-RC-008478,"Head Start, Inc.",Closed,01/31/2007,03/16/2007,"Certific. of Representative",Billings,MT,A,"Single Labor Organization",Initial,03/07/2007,12,2,"TEAMSTERS LOCAL UNION #190",6,,,,,4,10,N,,N,"TEAMSTERS LOCAL UNION #190","Included:  All full-time and regular part-time bus drivers, transportation assistants and route specialists employed by Employer at its facilities in Yellowstone and Carbon Counties, Montana, and who hold commercial driver's licenses.

Excluded:  A",,,
"Region 29, Brooklyn, New York",29-RC-011413,"AT Systems, Inc.",Closed,01/24/2007,11/20/2007,"Certific. of Representative","Central Islip",NY,A,"Two Labor Organizations",Initial,03/07/2007,68,,"INTERNATIONAL UNION, SECURITY, POLICE, FIRE, PROFESSIONALS OF AMERICA (SPFPA)",25,"UNITED FEDERATION OF SECURITY OFFICERS, INC.",,,,3,48,N,,N,"INTERNATIONAL UNION, SECURITY, POLICE, FIRE, PROFESSIONALS OF AMERICA (SPFPA)","Included:  All full-time and regular part-time driver/messenger guards and vault/driver/messenger guards employed by the Employer at its facility located at 1640 Veterans Memorial Highway, Central Islip, New York.

Excluded:  All other employees, n",,,
"Region 31, Los Angeles, California",31-RC-008626,UPF,Closed,01/25/2007,03/20/2007,"Certific. of Representative",Bakersfield,CA,A,"Single Labor Organization",Initial,03/07/2007,37,,"SOUTHERN CALIFORNIA DISTRICT COUNCIL OF LABORERS, LIUNA LOCAL 220",24,,,,,8,32,N,1,N,"SOUTHERN CALIFORNIA DISTRICT COUNCIL OF LABORERS, LIUNA LOCAL 220","Included:  All full-time and regular part-time production plant employees employed at the Employer's Bakersfield porduction plant in California.

Excluded:  Office and clerical staff, professional employees, Customer Service Represetnatives, all ot",,,
"Region 32, Oakland, California",32-RD-001523,"Bill Nelson Chevrolet, Inc.",Closed,01/30/2007,03/19/2007,"Certification of Results",Richmond,CA,A,"Single Labor Organization",Initial,03/07/2007,11,,"UNITED FOOD AND COMMERCIAL WORKERS, LOCAL 5",4,,,,,7,11,N,,N,,"All full-time and regular part-time automobile salespersons (sales representatives) employed by the Employer within Contra Costa County, California; excluding managerial and administrative employees, mechanics, lot persons, office clerical employees,",,,
"Region 22, Newark, New Jersey",22-RC-012772,"Winston Towers 200",Closed,12/27/2006,03/20/2007,"Certific. of Representative","Cliffside Park",NJ,A,"Single Labor Organization",Initial,03/07/2007,30,,"LOCAL 621, UCTIE, IUJAT",26,,,,,2,28,N,,N,"LOCAL 621, UCTIE, IUJAT",,,,
"Region 29, Brooklyn, New York",29-RC-011109,"DeMicco Brothers Inc.",Closed,06/30/2005,03/26/2007,"Certific. of Representative",Bronx,NY,A,"Two Labor Organizations",Rerun,03/07/2007,4,,"SHEET ASPHALT WORKERS LU 1018 DIST. COUNCIL OF PAVERS & ROAD BUILDERS, LUINA, AFL-CIO",3,"LOCAL 175 UNITED PLANT & PRODUCTION WORKERS",,,,,4,N,,N,"SHEET ASPHALT WORKERS LU 1018 DIST. COUNCIL OF PAVERS & ROAD BUILDERS, LUINA, AFL-CIO","All full-time and regular part-time workers who primarily perform asphalt
		paving, including foremen, rakers, screenmen, micro pavers, AC 				paintmen, liquid tar workers, landscape planting and maintenance/fence 
		installers, and small equipment",,,
"Region 29, Brooklyn, New York",29-RC-011184,"Tri-Messine Construction Co.",Closed,06/30/2005,06/29/2007,"Certific. of Representative","East Meadow",NY,A,"Two Labor Organizations",Rerun,03/07/2007,39,,"ASPHALT WORKERS LOCAL 1018",14,"LOCAL 175 UNITED PLANT & PRODUCTION WORKERS",,,,,26,N,,N,"ASPHALT WORKERS LOCAL 1018","Included:  All full-time and regular part-time  workers who primarily perform asphalt paving, including foreman, rakers, screenmen, micro pavers, AC paintmen, liquid tar workers, landscape planting and maintenance/fence installers, play equipment/saf",,,
"Region 01, Boston, Massachusetts",01-RC-022044,"University of Massachusetts Medical Center",Closed,08/07/2006,03/19/2007,"Certific. of Representative",Worcester,MA,A,"Single Labor Organization",Initial,03/06/2007,8,,"INTERNATIONAL ASSOCIATION OF EMT'S AND PARAMEDICS, LOCAL 95,  A/W SERVICE EMPLOYEES INTERNATIONAL UN",6,,,,,1,7,N,,N,"INTERNATIONAL ASSOCIATION OF EMT'S AND PARAMEDICS, LOCAL 95,  A/W SERVICE EMPLOYEES INTERNATIONAL UN","All per diem EMT/Intermediates and EMT/Paramedics employed by the Employer at its Worcester, Massachusetts facility, excluding all other employees, dispatchers, managerial employees, temporary employees, guards, and supervisors as defined in the Act.",,,
"Region 05, Baltimore, Maryland",05-RC-016080,"F. P. Winner",Closed,01/30/2007,03/19/2007,"Certific. of Representative",Baltimore,MD,A,"Single Labor Organization",Initial,03/06/2007,36,,"Teamsters Local Union 570",21,,,,,9,30,N,3,N,"Teamsters Local Union 570","All full time drivers employed by the Employer at its Baltimore, Maryland facility but excluding, warehouse employees, checkers, helpers, office clerical employees, professional employees, guards and supervisors as defined by the Act.",,,
"Region 05, Baltimore, Maryland",05-RC-016071,"Frontier Integrators, Inc.",Closed,01/11/2007,04/26/2007,"Certific. of Representative",Arlington,VA,A,"Single Labor Organization",Initial,03/06/2007,114,3,"INTERNATIONAL UNION, SECURITY, POLICE AND FIRE PROFESSIONALS OF AMERICA (SPFPA)",14,,,,,1,15,N,,N,"INTERNATIONAL UNION, SECURITY, POLICE AND FIRE PROFESSIONALS OF AMERICA (SPFPA)","All full time and regular part time security officers employed by the Employer at the Navy Annex, Utility Plant (PUP), the PRDF, Security Access Control (the SAC) and the Village in Arlington, Virginia; but excluding lieutenants, project managers, of",,,
"Region 06, Pittsburgh, Pennsylvania",06-RC-012573,"Medco Health Solutions of North Versailles, L.L.C.",Closed,01/30/2007,03/16/2007,"Certific. of Representative","North Versailles",PA,A,"Single Labor Organization",Initial,03/06/2007,21,,"UNITED STEEL, PAPER AND FORESTRY, RUBBER, MANUFACTURING, ENERGY, ALLIED INDUSTRIAL AND SERVICE WORKE",16,,,,,2,18,N,,N,"UNITED STEEL, PAPER AND FORESTRY, RUBBER, MANUFACTURING, ENERGY, ALLIED INDUSTRIAL AND SERVICE WORKE","All full-time and regular part-time (regularly scheduled for 25 or more hours per week) Cash Management Specialists (Accounts Receivable employees) and Cash Management Assistants (Cash Office employees) employed in the AR/Cash Office Department by Me",,,
"Region 05, Baltimore, Maryland",05-RD-001417,"Wanex Electrical Services, Inc.",Closed,01/24/2007,03/19/2007,"Certification of Results","New Castle",DE,A,"Single Labor Organization",Initial,03/06/2007,8,,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 313",1,,,,,7,8,N,,N,,"All electricians and electrician apprentices employed by the Employer at its New Castle, Delaware facility, but excluding all truck drivers, office personnel, project managers, and supervisors as defined in the Act.",,,
"Region 07, Detroit, Michigan",07-RC-023070,McKesson,Closed,01/04/2007,03/14/2007,"Certification of Results",Livonia,MI,A,"Single Labor Organization",Initial,03/06/2007,48,1,"LOCAL 299 TEAMSTERS",15,,,,,24,39,N,5,N,,"All full time and regular part time warehouse employees and drivers employed by the Employer at or out of its facility located at 38150 Plymouth Road, Livonia, MI; but excluding all office clerical employees, professional employees, confidential empl",,,
"Region 25, Indianapolis, Indiana",25-RC-010380,"L & L WELDING AND FABRICATION",Closed,02/01/2007,08/21/2007,"Certific. of Representative",Greenfield,IN,A,"Single Labor Organization",Initial,03/06/2007,5,,"SMWIA, LOCAL 20",2,,,,,2,4,N,1,Y,,"All full-time and regular part-time installers, fabricators, deliverymen and truck drivers employed by the Employer at its Greenfield, Indiana facility;

BUT EXCLUDING all relatives of owners and corporate officers, servicemen, confidential employe",,,
"Region 19, Seattle, Washington",19-RC-014917,"Filtrona Extrusion USA, Inc.",Closed,12/20/2006,04/09/2007,"Certific. of Representative","Union Gap",WA,A,"Single Labor Organization",Rerun,03/05/2007,132,1,"MACHINISTS DISTRICT LODGE 751",65,,,,,66,131,N,,N,,"Included:  All full-time and regular part-time extrusion operators, fabricators, maintenance employees, quality control employees, tool and die employees, CNC programmers, die developers, shipping clerks, color specialists, production assistants, shi",,,
"Region 08, Cleveland, Ohio",08-RC-016874,"Society for Handicapped Citizens of Medina County, Inc.",Closed,01/31/2007,03/16/2007,"Certific. of Representative",Seville,OH,A,"Single Labor Organization",Initial,03/05/2007,10,,"TEAMSTER LOCAL NO. 52 A/W INTERNATIONAL BROTHERHOOD OF TEAMSTERS",9,,,,,,9,N,,N,"TEAMSTER LOCAL NO. 52 A/W INTERNATIONAL BROTHERHOOD OF TEAMSTERS","All full-time and regular part-time staff nurses, excluding all habilitation assistants, QMRP's the community service staff, technical aides, maintenance workers, directors, coordinators, health services managers, on call employees, substitutes, seas",,,
"Region 16, Fort Worth, Texas",16-RC-010759,"L-3 Communications Vertex Aerospace, LLC",Closed,01/24/2007,03/13/2007,"Certific. of Representative","Fort Worth",TX,A,"Single Labor Organization",Initial,03/05/2007,3,,"INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS, AFL-CIO",3,,,,,,3,N,,N,"INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS, AFL-CIO","Included:  All full-time and regular part-time aircraft mechanics, including lead mechanic, employed at the Employer's facility located at the NAS Joint Reserve Base, Building 1405, Fort Worth, Texas.

Excluded:  All other employees, office clerica",,,
"Region 28, Phoenix, Arizona",28-RC-006492,"EG&G Technical Services, Inc., Las Vegas Operations",Closed,01/17/2007,03/26/2007,"Certification of Results","Las Vegas",NV,A,"Single Labor Organization",Initial,03/03/2007,15,,"WHOLESALE DELIVERY DRIVERS, GENERAL TRUCK DRIVERS, CHAUFFEURS, SALES, INDUSTRIAL AND ALLIED WORKERS,",7,,,,,7,14,N,4,Y,,"Included:  All full-time and regular part-time flight attendants employed by the Employer at its facility located at McCarran International Airport, Las Vegas, Nevada

Excluded:  All other employees, guards and supervisors as defined by the Act.",,,
"Region 13, Chicago, Illinois",13-RC-021586,"Savage Services Corp.",Closed,01/22/2007,03/14/2007,"Certification of Results",Whiting,IN,A,"Single Labor Organization",Initial,03/02/2007,12,,"LABORER'S INTERNATIONAL UNION OF NORTH AMERICA, LOCAL 41",4,,,,,8,12,N,,N,,"All full time and regular part-time switcers/operators and track maintenance employees employed by the Employer at its facility located at 2815 Indianapolis Boulevard, Whiting, Indiana, but excluding all other employees, office clerical employees and",,,
"Region 01, Boston, Massachusetts",01-RC-022083,"GERRITY STONE, INC.",Closed,01/24/2007,03/12/2007,"Certification of Results",Woburn,MA,A,"Single Labor Organization",Initial,03/02/2007,36,,"UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION, LOCAL 1445",9,,,,,25,34,N,,N,,"All full time and regular part time production employees, templaters, installers and warehouse employees employed by the Employer at its 225B Merrimac Street, Woburn, Massachusetts and 286 North Broadway, Salem, New Hampshire facilities but excluding",,,
"Region 04, Philadelphia, Pennsylvania",04-RC-021249,"Ocean Desert Sales, Inc.",Closed,01/16/2007,03/13/2007,"Certification of Results",Philadelphia,PA,A,"Single Labor Organization",Initial,03/02/2007,17,,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 837",5,,,,,6,11,N,,N,,"INCLUDED:  All full time and regular part-time warehouse employees employed by the Employer at its 3833-35 Jasper Street, Philadelphia, PA facility.
EXCLUDED:  All other employees, guards and supervisors as defined in the Act.",,,
"Region 05, Baltimore, Maryland",05-RC-016076,"Greyhound Lines, Inc.",Closed,01/19/2007,03/19/2007,"Certification of Results",Baltimore,MD,A,"Single Labor Organization",Initial,03/02/2007,35,,"AMALGAMATED TRANSIT UNION NATIONAL LOCAL UNION 1700",4,,,,,26,30,N,,N,,"All full-time and regular part-time, CSAs, including ticket agents, baggage and GPX employees, janitors, utility workers, leads, and greeters employed by the Employer at its two Baltimore, Maryland terminals; Excluding office clericals, report clerks",,,
"Region 07, Detroit, Michigan",07-RD-003555,"YWCA of Western Wayne County",Closed,01/08/2007,03/12/2007,"Certific. of Representative",Inkster,MI,A,"Single Labor Organization",Initial,03/02/2007,105,,"UNITED EARLY CHILDHOOD EMPLOYEES (AFT)",65,,,,,21,86,N,3,N,"UNITED EARLY CHILDHOOD EMPLOYEES (AFT)","All full-time and regular part-time teachers, teacher assistants, family service employees, home visitors, cooks, custodians, and education specialists employed by the employer at its facilities located at 23800 W. Chicago, Redford, MI, 27100 Bennett",,,
"Region 09, Cincinnati, Ohio",09-RC-018129,"HORIZON CHILLICOTHE TELEPHONE COMPANY",Closed,01/29/2007,03/13/2007,"Certification of Results",Chillicothe,OH,A,"Single Labor Organization",Initial,03/02/2007,4,,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL NO. 578, AFL-CIO",,,,,,4,4,N,,N,,"All maintenance employees employed by Employer working at or out of its 68 East Main Street, Chillicothe, Ohio headquarters facility, but excluding all office clerical employees, all professional employees, all other employees, and all guards and sup",,,
"Region 13, Chicago, Illinois",13-RC-021589,"Bay Valley Foods",Closed,01/23/2007,03/14/2007,"Certific. of Representative",Chicago,IL,A,"Single Labor Organization",Initial,03/02/2007,5,,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 399, AFL-CIO",4,,,,,1,5,N,,N,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 399, AFL-CIO","All full-time and regular part-time skilled maintenance mechanic employees working in the maintenance department and  employed by the Employer at its facility currently located at 4401 W. 44th Place, Chicago, Illinois; excluding excluding all other e",,,
"Region 14, Saint Louis, Missouri",17-RC-012474,"Tyson Fresh Meats, Inc.",Closed,01/22/2007,03/19/2007,"Certification of Results",Holcomb,KS,A,"Single Labor Organization",Initial,03/02/2007,2466,16,"USW, ORGANIZING DEPARTMENT",575,,,,,1610,2185,N,11,N,,"All full-time and regular part-time production employees (including material handling), hides, and maintenance employees, employed by the Employer at its facility located at located 3105 IBP Road, West Highway 50, Holcomb, Kansas, the only facility i",,,
"Region 19, Seattle, Washington",19-RC-014918,"Intralot, Inc.",Closed,01/05/2007,03/12/2007,"Certific. of Representative",Helena,MT,A,"Single Labor Organization",Initial,03/02/2007,8,,"IBEW LOCAL 233",6,,,,,2,8,N,,N,"IBEW LOCAL 233","Included:  All full-time and regular part-time customer service field technicians and field support technicians employed by the Employer at its locations throughout Montana.

Excluded:  All other employees, operational employees, dispatch employees",,,
"Region 14, Saint Louis, Missouri",17-RC-012476,"Westfall-Odell Motors, Inc.",Closed,01/26/2007,03/12/2007,"Certific. of Representative","Excelsior Springs",MO,A,"Single Labor Organization",Initial,03/02/2007,9,,"IAMAW, AFL-CIO",6,,,,,3,9,N,,N,"IAMAW, AFL-CIO","All full-time and regular part-time technicians employed by the Employer at its 1501 Kearney Road, Excelsior Springs, MO facility, but EXCLUDING all office clerical employees, professional employees, sales employees, parts employees, wash bay attenda",,,
"Region 21, Los Angeles, California",21-RC-020942,"Hanson Aggregates",Closed,01/04/2007,03/14/2007,"Certification of Results","San Diego",CA,A,"Single Labor Organization",Initial,03/02/2007,10,,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 12, AFL-CIO",4,,,,,4,8,N,2,Y,,"All full-time and regular part-time Plant Operators, Equipment Operators, and Repairmen employed by the Employer at its concrete/asphalt recycle operation and sand blending operation at its facilities located at 9229 Harris Plant Road, San Diego, Cal",,,
"Region 21, Los Angeles, California",21-RC-020947,"American Medical Response, Inc.",Closed,01/22/2007,03/12/2007,"Certific. of Representative","San Diego",CA,A,"Single Labor Organization",Initial,03/02/2007,247,,"NATIONAL EMERGENCY MEDICAL SERVICES ASSOCIATION (NEMSA OR NATIONAL EMS ASSOCIATION)",131,,,,,24,155,N,4,N,"NATIONAL EMERGENCY MEDICAL SERVICES ASSOCIATION (NEMSA OR NATIONAL EMS ASSOCIATION)","All Emergency Medical Technicians - Paramedic (EMT-P) and Emergency Medical Technicians - 1A
(EMT - 1A), employed by American Medical Response in its operations in San Diego County, California; excluding all other employees, professional employees,",,,
"Region 32, Oakland, California",32-RC-005478,"Zacky Farms LLC",Closed,01/17/2007,03/13/2007,"Certific. of Representative",Fresno,CA,A,"Single Labor Organization",Initial,03/02/2007,10,,"GENERAL TEAMSTERS LOCAL 431",6,,,,,4,10,N,,N,"GENERAL TEAMSTERS LOCAL 431","All full-time and regular part-time feed truck drivers employed by the Employer at (and out of) its Fresno, California  facilities; excluding all other drivers, plant employees, managerial and administrative employees, office clerical employees, all",,,
